Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
172254000,000003EA,false,0,8,01,00,00,00,FE,00,00,08,
172254000,0000048A,false,0,8,00,00,00,00,00,00,00,00,
172254000,00000108,false,0,4,00,00,04,1A,00,00,00,00,
172254000,0000048A,false,0,8,00,00,00,00,00,00,00,00,
172254000,00000168,false,0,8,DC,0C,1C,7F,00,00,40,29,
172254000,000001F8,false,0,8,01,EF,F0,06,D3,47,00,00,
172254000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172254000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172254000,00000228,false,0,4,40,C0,E0,00,00,00,00,00,
172254000,00000125,false,0,4,FF,02,2F,08,00,00,00,00,
172254000,00000116,false,0,6,00,C0,F4,41,99,A5,00,00,
172254000,00000116,false,0,6,00,C0,F4,41,99,A5,00,00,
172254000,00000102,false,0,6,0D,96,C7,FF,BE,FF,00,00,
172254000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
172264000,0000023A,false,0,8,00,3B,00,12,00,00,00,00,
172264000,0000021A,false,0,8,FE,36,13,FE,69,05,07,AD,
172264000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
172264000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
172264000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
172264000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
172264000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
172264000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8B,
172264000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
172264000,0000000E,false,0,8,20,5E,3F,FF,08,FF,E0,A8,
172264000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
172264000,000002AC,false,0,8,0E,00,22,90,00,00,D6,CE,
172264000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172264000,000002CC,false,0,8,AB,7D,00,00,00,F1,00,F9,
172264000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
172264000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
172264000,0000079C,false,0,8,19,00,00,00,00,00,00,00,
172264000,00000106,false,0,8,00,40,00,00,FD,FF,00,43,
172264000,00000116,false,0,6,00,C0,F4,41,9A,A6,00,00,
172264000,00000126,false,0,7,02,03,26,00,00,08,09,00,
172264000,00000102,false,0,6,0E,96,C9,FF,8A,FF,00,00,
172264000,0000020A,false,0,8,00,01,01,82,E1,42,11,11,
172274000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
172274000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
172274000,00000212,false,0,5,D8,00,12,67,00,00,00,00,
172274000,00000222,false,0,7,00,00,0C,96,00,10,70,00,
172274000,000002A2,false,0,7,00,00,0C,96,00,10,70,00,
172274000,0000000E,false,0,8,20,5E,3F,FF,08,FF,F0,65,
172274000,00000232,false,0,4,07,24,68,82,00,00,00,00,
172274000,00000402,false,0,2,10,00,00,00,00,00,00,00,
172274000,00000108,false,0,4,00,00,05,1B,00,00,00,00,
172274000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172274000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
172274000,00000168,false,0,8,DC,0C,1C,7F,00,00,50,39,
172274000,000001F8,false,0,8,01,EF,F0,16,D3,57,00,00,
172274000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172274000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
172274000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
172274000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172274000,00000106,false,0,8,00,60,00,00,FD,F1,00,60,
172274000,00000106,false,0,8,00,60,00,00,FD,FF,00,63,
172274000,00000116,false,0,6,00,C0,F4,41,9B,A7,00,00,
172274000,00000102,false,0,6,19,96,CE,FF,8E,FF,00,00,
172274000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
172284000,0000000E,false,0,8,20,5E,3F,FF,08,FF,00,1A,
172284000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172284000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
172284000,00000102,false,0,6,0C,96,D3,FF,8A,FF,00,00,
172284000,00000116,false,0,6,00,C0,F4,41,9C,A8,00,00,
172284000,00000102,false,0,6,0C,96,D3,FF,8A,FF,00,00,
172294000,0000000E,false,0,8,20,5E,3F,FF,08,FF,10,D7,
172294000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172294000,00000108,false,0,4,00,00,06,1C,00,00,00,00,
172294000,00000168,false,0,8,DC,0C,1C,7F,00,00,60,49,
172294000,000001F8,false,0,8,01,EF,F0,26,D3,67,00,00,
172294000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172294000,00000754,false,0,8,65,00,00,00,00,FD,FF,00,
172294000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
172294000,00000754,false,0,8,65,00,00,00,00,FD,FF,00,
172294000,00000106,false,0,8,00,A0,00,00,FD,FF,00,A3,
172294000,00000116,false,0,6,00,C0,F4,41,9D,A9,00,00,
172294000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
172294000,00000102,false,0,6,0D,96,D9,FF,85,FF,00,00,
172304000,0000000E,false,0,8,20,5E,3F,FF,08,FF,20,9D,
172304000,00000268,false,0,8,55,00,3C,02,BD,07,36,00,
172304000,0000022C,false,0,8,00,00,09,8F,00,00,D6,CE,
172304000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
172304000,0000071C,false,0,8,14,00,51,D1,00,00,2C,33,
172304000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
172304000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
172304000,00000388,false,0,8,37,37,4C,47,5A,4E,00,00,
172304000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
172304000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172304000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
172304000,00000754,false,0,8,66,00,00,00,00,00,00,00,
172304000,00000754,false,0,8,67,00,15,00,00,00,00,00,
172304000,00000754,false,0,8,66,00,00,00,00,00,00,00,
172304000,00000754,false,0,8,64,08,01,08,01,08,01,00,
172304000,00000106,false,0,8,00,C0,00,00,FD,FF,00,C3,
172304000,00000116,false,0,6,00,C0,F4,41,9E,AA,00,00,
172304000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
172304000,00000102,false,0,6,19,96,D8,FF,BF,FF,00,00,
172314000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
172314000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
172314000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
172314000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
172314000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172314000,00000108,false,0,4,00,00,07,1D,00,00,00,00,
172314000,00000168,false,0,8,DC,0C,1C,7F,00,00,70,59,
172314000,000001F8,false,0,8,01,EF,F0,36,D3,77,00,00,
172314000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172314000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172314000,00000116,false,0,6,00,C0,F4,41,9F,F1,00,00,
172314000,00000116,false,0,6,00,C0,F4,41,9F,AB,00,00,
172314000,000002C8,false,0,8,6E,80,03,7B,00,00,40,76,
172314000,00000102,false,0,6,18,96,D2,FF,C3,FF,00,00,
172324000,0000000E,false,0,8,20,5E,3F,FF,08,FF,40,09,
172324000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172324000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
172324000,00000106,false,0,8,00,00,00,00,FD,FF,00,03,
172324000,00000408,false,0,1,60,00,00,00,00,00,00,00,
172324000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
172324000,00000408,false,0,1,60,00,00,00,00,00,00,00,
172324000,00000102,false,0,6,19,96,CB,FF,C3,FF,00,00,
172334000,0000000E,false,0,8,20,5E,3F,FF,08,FF,50,C4,
172334000,00000108,false,0,4,00,00,08,1E,00,00,00,00,
172334000,00000278,false,0,8,00,00,00,00,04,00,B0,BA,
172334000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172334000,00000168,false,0,8,DC,0C,1C,7F,00,00,80,69,
172334000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
172334000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172334000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
172334000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172334000,00000106,false,0,8,00,20,00,00,FD,FF,00,23,
172334000,00000256,false,0,8,81,08,00,30,00,40,00,51,
172334000,00000116,false,0,6,00,C0,F4,41,91,9D,00,00,
172334000,00000266,false,0,8,84,04,00,00,26,70,0A,4B,
172334000,00000102,false,0,6,19,96,C9,FF,89,FF,00,00,
172344000,0000025C,false,0,8,01,02,26,9A,3A,00,D0,05,
172344000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
172344000,0000025C,false,0,8,01,02,26,9A,3A,00,D0,05,
172344000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172344000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
172344000,00000106,false,0,8,00,40,00,00,FD,FF,00,43,
172344000,00000116,false,0,6,00,C0,F4,41,92,9E,00,00,
172344000,00000238,false,0,8,00,FF,00,00,00,00,81,38,
172344000,00000102,false,0,6,1B,96,CA,FF,89,FF,00,00,
172354000,0000031A,false,0,8,FA,DD,FF,A3,F5,29,FF,87,
172354000,0000000E,false,0,8,20,5E,3F,FF,08,FF,70,43,
172354000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
172354000,0000049A,false,0,8,00,00,00,00,00,00,00,00,
172354000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172354000,00000108,false,0,4,00,00,09,1F,00,00,00,00,
172354000,00000168,false,0,8,DC,0C,1C,7F,00,00,90,79,
172354000,000001F8,false,0,8,01,EF,F0,55,D2,97,00,00,
172354000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172354000,00000125,false,0,4,FF,02,30,09,00,00,00,00,
172354000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172354000,00000125,false,0,4,FF,02,30,09,00,00,00,00,
172354000,00000138,false,0,5,00,19,4F,00,00,00,00,00,
172354000,000005B8,false,0,8,00,2A,84,14,03,00,00,00,
172354000,00000106,false,0,8,00,60,00,00,FD,FF,00,63,
172354000,00000116,false,0,6,00,C0,F4,41,93,9F,00,00,
172354000,00000102,false,0,6,0E,96,CF,FF,8B,FF,00,00,
172354000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
172354000,0000023A,false,0,8,00,3B,00,12,00,00,00,00,
172364000,0000021A,false,0,8,FE,36,13,FE,69,05,07,AD,
172364000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
172364000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
172364000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
172364000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
172364000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8B,
172364000,0000000E,false,0,8,20,5E,3F,FF,08,FF,80,3C,
172364000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
172364000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172364000,000002AC,false,0,8,11,00,43,90,00,00,D6,CE,
172364000,00000116,false,0,6,00,C0,F4,41,94,A0,00,00,
172364000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
172364000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
172364000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
172364000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
172364000,0000079C,false,0,8,02,00,10,03,10,03,20,00,
172364000,00000106,false,0,8,00,80,00,00,FD,FF,00,83,
172364000,00000102,false,0,6,0F,96,D8,FF,89,FF,00,00,
172364000,00000126,false,0,7,02,03,26,00,00,08,09,00,
172364000,00000102,false,0,6,0F,96,D8,FF,89,FF,00,00,
172364000,0000020A,false,0,8,00,01,01,82,F1,42,11,11,
172374000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
172374000,000006F2,false,0,8,1F,24,07,CF,71,74,14,1D,
172374000,00000212,false,0,5,D8,00,12,67,00,00,00,00,
172374000,00000222,false,0,7,00,00,12,96,00,10,70,00,
172374000,000002A2,false,0,7,00,00,12,96,00,10,70,00,
172374000,00000402,false,0,2,10,00,00,00,00,00,00,00,
172374000,00000232,false,0,4,07,24,68,82,00,00,00,00,
172374000,00000402,false,0,2,10,00,00,00,00,00,00,00,
172374000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
172374000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172374000,00000108,false,0,4,00,00,0A,20,00,00,00,00,
172374000,00000168,false,0,8,DC,0C,1C,7F,00,00,A0,89,
172374000,000001F8,false,0,8,01,EF,F0,65,D2,A7,00,00,
172374000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172374000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
172374000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
172374000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
172374000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172374000,00000228,false,0,4,40,C0,A0,13,00,00,00,00,
172374000,00000106,false,0,8,00,A0,00,00,FD,FF,00,A3,
172374000,00000116,false,0,6,00,C0,F4,41,95,A1,00,00,
172374000,00000102,false,0,6,1A,96,DA,FF,A2,FF,00,00,
172374000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
172384000,00000228,false,0,4,40,C0,B0,DE,00,00,00,00,
172384000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172384000,00000228,false,0,4,40,C0,B0,DE,00,00,00,00,
172384000,000005E8,false,0,6,00,00,00,00,00,00,00,00,
172384000,00000106,false,0,8,00,C0,00,00,FD,FF,00,C3,
172384000,00000116,false,0,6,00,C0,F4,41,96,A2,00,00,
172384000,00000102,false,0,6,1A,96,D5,FF,C3,FF,00,00,
172394000,0000000E,false,0,8,20,5E,3F,FF,08,FF,B0,76,
172394000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172394000,000001F8,false,0,8,01,EF,F0,76,D3,F1,00,38,
172394000,000001F8,false,0,8,01,EF,F0,76,D3,B7,00,00,
172394000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172394000,00000228,false,0,4,40,C0,C0,87,00,00,00,00,
172394000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172394000,00000754,false,0,8,65,FC,FF,00,00,FD,FF,00,
172394000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
172394000,00000106,false,0,8,00,E0,00,00,FD,FF,00,E3,
172394000,00000116,false,0,6,00,C0,F4,41,97,A3,00,00,
172394000,00000102,false,0,6,1A,96,CE,FF,BF,FF,00,00,
172404000,00000398,false,0,8,55,53,00,00,00,00,00,00,
172404000,00000268,false,0,8,55,00,3C,02,BD,07,36,00,
172404000,0000036C,false,0,8,00,00,00,00,00,00,00,00,
172404000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
172404000,0000022C,false,0,8,00,00,4E,8F,00,00,D6,CE,
172404000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
172404000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
172404000,00000228,false,0,4,40,C0,D0,4A,00,00,00,00,
172404000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172404000,00000754,false,0,8,66,00,00,00,00,F1,00,9F,
172404000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
172404000,0000051C,false,0,8,01,00,00,00,FE,00,00,09,
172404000,0000071C,false,0,8,15,00,78,9B,00,00,00,00,
172404000,00000754,false,0,8,67,00,15,00,00,00,00,00,
172404000,00000106,false,0,8,00,00,00,00,FD,FF,00,03,
172404000,00000102,false,0,6,0E,96,C8,FF,C3,FF,00,00,
172404000,00000116,false,0,6,00,C0,F4,41,98,A4,00,00,
172404000,00000102,false,0,6,0E,96,C8,FF,C3,FF,00,00,
172404000,00000754,false,0,8,64,08,01,08,01,08,01,00,
172404000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
172414000,0000000E,false,0,8,20,5E,3F,FF,08,FF,D0,E2,
172414000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
172414000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
172414000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172414000,000001F8,false,0,8,01,EF,F0,87,D4,F1,00,76,
172414000,000001F8,false,0,8,01,EF,F0,87,D4,C7,00,00,
172414000,0000037C,false,0,8,00,00,00,00,00,00,00,00,
172414000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172414000,00000228,false,0,4,40,C0,E0,00,00,00,00,00,
172414000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172414000,00000106,false,0,8,00,20,00,00,FD,FF,00,23,
172414000,00000116,false,0,6,00,C0,F4,41,99,A5,00,00,
172414000,000002C8,false,0,8,6E,80,03,7B,00,00,50,86,
172414000,00000102,false,0,6,1A,96,CA,FF,8B,FF,00,00,
172424000,0000000E,false,0,8,20,5E,3F,FF,08,FF,E0,A8,
172424000,0000034C,false,0,8,00,00,00,00,00,00,00,00,
172424000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172424000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
172424000,00000106,false,0,8,00,40,00,00,FD,FF,00,43,
172424000,00000116,false,0,6,00,C0,F4,41,9A,A6,00,00,
172424000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
172424000,00000408,false,0,1,70,00,00,00,00,00,00,00,
172424000,00000102,false,0,6,00,96,CE,FF,87,FF,00,00,
172434000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172434000,00000278,false,0,8,00,00,00,00,04,00,C0,CA,
172434000,00000108,false,0,4,00,00,0D,23,00,00,00,00,
172434000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172434000,00000168,false,0,8,DC,0C,1C,7F,00,00,D0,B9,
172434000,0000035C,false,0,8,00,00,00,00,00,00,00,00,
172434000,000001F8,false,0,8,01,EF,F0,96,D3,D7,00,00,
172434000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172434000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
172434000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172434000,00000106,false,0,8,00,60,00,00,FD,FF,00,63,
172434000,00000256,false,0,8,81,08,00,30,00,50,00,61,
172434000,00000116,false,0,6,00,C0,F4,41,9B,A7,00,00,
172434000,00000102,false,0,6,00,96,D3,FF,88,FF,00,00,
172434000,00000266,false,0,8,84,04,00,00,26,70,0A,4B,
172444000,0000000E,false,0,8,20,5E,3F,FF,08,FF,00,1A,
172444000,0000025C,false,0,8,01,02,26,9A,1E,00,D6,05,
172444000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
172444000,0000025C,false,0,8,01,02,26,9A,1E,00,D6,05,
172444000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172444000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
172444000,00000238,false,0,8,00,FF,00,00,00,00,91,F5,
172444000,00000106,false,0,8,00,80,00,00,FD,FF,00,83,
172444000,00000116,false,0,6,00,C0,F4,41,9C,A8,00,00,
172444000,00000102,false,0,6,00,96,D9,FF,89,FF,00,00,
172454000,0000032A,false,0,8,17,17,14,00,64,00,1B,00,
172454000,0000000E,false,0,8,20,5E,3F,FF,08,FF,10,D7,
172454000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172454000,000004AA,false,0,8,00,00,00,00,00,00,00,00,
172454000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172454000,00000108,false,0,4,00,00,0E,24,00,00,00,00,
172454000,00000168,false,0,8,DC,0C,1C,7F,00,00,E0,C9,
172454000,000001F8,false,0,8,01,EF,F0,A6,D3,E7,00,00,
172454000,0000033C,false,0,8,00,55,55,55,01,00,00,00,
172454000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
172454000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172454000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
172454000,00000125,false,0,4,FF,03,32,0A,00,00,00,00,
172454000,00000106,false,0,8,00,A0,00,00,FD,FF,00,A3,
172454000,00000138,false,0,5,00,1A,50,00,00,00,00,00,
172454000,00000116,false,0,6,00,C0,F4,41,9D,A9,00,00,
172454000,00000102,false,0,6,0C,96,D9,FF,BF,FF,00,00,
172454000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
172464000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
172464000,0000021A,false,0,8,FE,36,13,FE,69,05,07,AD,
172464000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
172464000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
172464000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
172464000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
172464000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8B,
172464000,0000000E,false,0,8,20,5E,3F,FF,08,FF,20,9D,
172464000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
172464000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172464000,000002AC,false,0,8,0E,00,4A,90,00,00,D6,CE,
172464000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172464000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
172464000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
172464000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
172464000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
172464000,0000079C,false,0,8,03,00,00,00,00,00,00,00,
172464000,00000106,false,0,8,00,C0,00,00,FD,FF,00,C3,
172464000,00000102,false,0,6,19,96,D3,FF,C1,FF,00,00,
172464000,00000126,false,0,7,02,03,26,00,00,08,09,00,
172464000,00000102,false,0,6,19,96,D3,FF,C1,FF,00,00,
172464000,0000020A,false,0,8,00,01,01,82,01,42,11,11,
172474000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
172474000,00000212,false,0,5,D8,00,12,67,00,00,00,00,
172474000,000006F2,false,0,8,00,4C,73,D2,CC,34,33,CD,
172474000,00000222,false,0,7,00,00,0E,96,00,10,70,00,
172474000,0000000E,false,0,8,20,5E,3F,FF,08,FF,30,50,
172474000,00000402,false,0,2,10,00,00,00,00,00,00,00,
172474000,00000232,false,0,4,07,24,68,82,00,00,00,00,
172474000,0000029C,false,0,8,00,08,00,F1,00,F6,BE,47,
172474000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172474000,00000108,false,0,4,00,00,0F,25,00,00,00,00,
172474000,00000168,false,0,8,DC,0C,1C,7F,00,00,F0,D9,
172474000,000001F8,false,0,8,01,EF,F0,B6,D3,F7,00,00,
172474000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172474000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172474000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
172474000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172474000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
172474000,00000106,false,0,8,00,E0,00,00,FD,FF,00,E3,
172474000,00000116,false,0,6,00,C0,F4,41,9F,AB,00,00,
172474000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
172474000,00000102,false,0,6,0C,96,C9,FF,BF,FF,00,00,
172474000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
172484000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
172484000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172484000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
172484000,00000106,false,0,8,00,00,00,00,FD,FF,00,03,
172484000,00000116,false,0,6,00,C0,F4,41,90,9C,00,00,
172484000,00000102,false,0,6,0C,96,C8,FF,9C,FF,00,00,
172494000,0000000E,false,0,8,20,5E,3F,FF,08,FF,50,C4,
172494000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172494000,00000108,false,0,4,00,00,00,16,00,00,00,00,
172494000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172494000,000001F8,false,0,8,01,EF,F0,C7,D4,07,00,00,
172494000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172494000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172494000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
172494000,00000754,false,0,8,65,FE,FF,00,00,FD,FF,00,
172494000,00000754,false,0,8,67,00,15,00,00,00,00,00,
172494000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
172494000,00000754,false,0,8,66,00,00,00,00,00,00,00,
172494000,00000116,false,0,6,00,C0,F4,41,91,9D,00,00,
172494000,00000754,false,0,8,64,03,01,03,01,03,01,00,
172494000,00000116,false,0,6,00,C0,F4,41,91,9D,00,00,
172494000,00000102,false,0,6,00,96,CB,FF,88,FF,00,00,
172494000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
172504000,0000000E,false,0,8,20,5E,3F,FF,08,FF,60,8E,
172504000,00000268,false,0,8,55,00,3C,02,BD,07,36,00,
172504000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
172504000,0000022C,false,0,8,00,00,57,8F,00,00,D6,CE,
172504000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
172504000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
172504000,00000102,false,0,6,0B,96,F1,00,18,34,00,00,
172504000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172504000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
172504000,0000071C,false,0,8,19,00,00,00,00,00,00,00,
172504000,00000106,false,0,8,00,40,00,00,FD,FF,00,43,
172504000,00000116,false,0,6,00,C0,F4,41,92,9E,00,00,
172504000,00000102,false,0,6,0B,96,D1,FF,87,FF,00,00,
172514000,0000000E,false,0,8,20,5E,3F,FF,08,FF,70,43,
172514000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172514000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
172514000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172514000,00000108,false,0,4,00,00,01,17,00,00,00,00,
172514000,00000168,false,0,8,DC,0C,1C,7F,00,00,10,F9,
172514000,000001F8,false,0,8,01,EF,F0,D5,D2,17,00,00,
172514000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172514000,000002C8,false,0,8,6E,80,03,7B,00,00,60,96,
172514000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
172514000,000002C8,false,0,8,6E,80,03,7B,00,00,60,96,
172514000,00000106,false,0,8,00,60,00,00,FD,FF,00,63,
172514000,00000116,false,0,6,00,C0,F4,41,93,9F,00,00,
172514000,00000102,false,0,6,0B,96,D8,FF,82,FF,00,00,
172524000,0000000E,false,0,8,20,5E,3F,FF,08,FF,80,3C,
172524000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
172524000,00000408,false,0,1,80,00,00,00,00,00,00,00,
172524000,00000106,false,0,8,00,80,00,00,FD,F1,00,10,
172524000,00000106,false,0,8,00,80,00,00,FD,FF,00,83,
172524000,00000116,false,0,6,00,C0,F4,41,94,A0,00,00,
172524000,00000512,false,0,8,01,00,00,00,FE,00,00,1F,
172524000,00000102,false,0,6,24,96,D8,FF,A4,FF,00,00,
172524000,000005D2,false,0,8,11,00,00,00,00,00,00,00,
172524000,00000342,false,0,8,00,00,00,00,00,00,00,00,
172534000,00000302,false,0,3,60,4B,0D,00,00,00,00,00,
172534000,000003B2,false,0,8,00,00,00,00,00,00,00,00,
172534000,00000382,false,0,8,ED,F6,09,28,9F,00,A0,28,
172534000,000003D2,false,0,8,80,F8,4F,00,33,07,54,00,
