Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
169874000,00000222,false,0,7,00,00,F5,95,00,10,70,00,
169874000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
169874000,00000108,false,0,4,00,00,0D,23,00,00,00,00,
169874000,000002A2,false,0,7,00,00,F5,95,00,10,70,00,
169874000,00000232,false,0,4,07,24,68,82,00,00,00,00,
169874000,00000402,false,0,2,10,00,00,00,00,00,00,00,
169874000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
169874000,0000000E,false,0,8,20,6A,3F,FF,08,FF,F0,5C,
169874000,00000288,false,0,8,00,00,00,00,8C,1B,00,92,
169874000,000001F8,false,0,8,01,EF,F0,94,D1,F1,00,E5,
169874000,000001F8,false,0,8,01,EF,F0,94,D1,D7,00,00,
169874000,000002A8,false,0,8,00,00,00,00,8C,00,8C,1B,
169874000,0000029C,false,0,8,00,08,00,00,86,01,00,14,
169874000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
169874000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
169874000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
169874000,00000154,false,0,8,10,17,0E,00,00,9A,00,00,
169874000,00000106,false,0,8,A1,60,A1,00,73,00,00,1C,
169874000,00000116,false,0,6,00,C0,08,42,9B,BC,00,00,
169874000,00000102,false,0,6,FE,95,A3,FF,6C,FF,00,00,
169874000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
169884000,0000000E,false,0,8,20,6A,3F,FF,08,FF,00,23,
169884000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
169884000,00000154,false,0,8,10,17,0D,00,00,9B,00,00,
169884000,00000106,false,0,8,A0,80,A0,00,74,00,00,3B,
169884000,00000116,false,0,6,00,C0,08,42,9C,BD,00,00,
169884000,00000102,false,0,6,F2,95,A4,FF,39,FF,00,00,
169894000,0000000E,false,0,8,20,6A,3F,FF,08,FF,10,EE,
169894000,00000754,false,0,8,65,53,00,00,00,78,00,00,
169894000,00000108,false,0,4,00,00,0E,24,00,00,00,00,
169894000,00000168,false,0,8,AF,0C,1C,7F,00,00,E0,9C,
169894000,000001F8,false,0,8,01,EF,F0,A5,D2,E7,00,00,
169894000,000002A8,false,0,8,00,00,00,00,92,00,8C,1B,
169894000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
169894000,00000154,false,0,8,10,17,0D,00,00,98,00,00,
169894000,00000116,false,0,6,00,C0,08,42,9D,BE,00,00,
169894000,00000106,false,0,8,A0,A0,A0,00,75,00,00,5C,
169894000,00000116,false,0,6,00,C0,08,42,9D,BE,00,00,
169894000,00000102,false,0,6,FE,95,A9,FF,3D,FF,00,00,
169894000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
169904000,0000000E,false,0,8,20,69,3F,FF,08,FF,20,6E,
169904000,00000268,false,0,8,55,00,3C,02,BD,07,36,00,
169904000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
169904000,0000022C,false,0,8,00,00,F1,8E,00,00,D6,CE,
169904000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
169904000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
169904000,00000106,false,0,8,A0,C0,F1,00,E1,87,20,0A,
169904000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
169904000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
169904000,00000154,false,0,8,10,17,0D,00,00,9D,00,00,
169904000,00000754,false,0,8,67,00,15,00,00,00,00,00,
169904000,00000754,false,0,8,66,00,00,00,00,00,00,00,
169904000,00000102,false,0,6,F2,95,B0,FF,3E,FF,00,00,
169904000,00000754,false,0,8,64,5C,06,5C,06,5C,06,00,
169904000,00000102,false,0,6,F2,95,B0,FF,3E,FF,00,00,
169904000,00000116,false,0,6,00,C0,08,42,9E,BF,00,00,
169904000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
169914000,0000000E,false,0,8,20,69,3F,FF,08,FF,30,A3,
169914000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
169914000,0000030E,false,0,6,00,00,00,00,00,00,00,00,
169914000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
169914000,00000108,false,0,4,00,00,0F,25,00,00,00,00,
169914000,00000288,false,0,8,00,00,00,00,92,1B,00,92,
169914000,00000116,false,0,6,00,C0,08,42,9F,F1,00,00,
169914000,000001F8,false,0,8,01,EF,F0,B5,D2,F7,00,00,
169914000,000002A8,false,0,8,00,00,00,00,92,00,92,1B,
169914000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
169914000,00000154,false,0,8,10,17,0D,00,00,9E,00,00,
169914000,00000106,false,0,8,A0,E0,A0,00,77,00,00,9E,
169914000,00000102,false,0,6,E5,95,B5,FF,40,FF,00,00,
169914000,000002C8,false,0,8,6E,80,03,7B,00,00,C0,F6,
169914000,00000102,false,0,6,E5,95,B5,FF,40,FF,00,00,
169924000,0000000E,false,0,8,20,69,3F,FF,08,FF,40,FA,
169924000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
169924000,00000154,false,0,8,10,17,0D,00,00,97,00,00,
169924000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
169924000,00000408,false,0,1,E0,00,00,00,00,00,00,00,
169924000,00000106,false,0,8,9F,00,9F,00,77,00,00,BC,
169924000,00000116,false,0,6,00,C0,08,42,90,B1,00,00,
169924000,00000102,false,0,6,FD,95,B1,FF,78,FF,00,00,
169934000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
169934000,00000288,false,0,8,00,00,00,00,92,1B,00,97,
169934000,00000108,false,0,4,00,00,00,16,00,00,00,00,
169934000,00000278,false,0,8,00,00,00,00,04,00,30,3A,
169934000,00000168,false,0,8,B1,0C,1C,7F,00,00,00,BE,
169934000,000001F8,false,0,8,01,EF,F0,C3,D0,07,00,00,
169934000,000002A8,false,0,8,00,00,00,00,92,00,92,1B,
169934000,00000106,false,0,8,9F,20,9F,00,78,F1,00,1F,
169934000,00000106,false,0,8,9F,20,9F,00,78,00,00,DD,
169934000,00000116,false,0,6,00,C0,09,42,91,B3,00,00,
169934000,00000256,false,0,8,81,08,09,30,00,C0,01,DB,
169934000,00000102,false,0,6,E4,95,AC,FF,74,FF,00,00,
169934000,00000266,false,0,8,83,0B,01,00,92,70,0A,4B,
169944000,0000000E,false,0,8,20,68,3F,FF,08,FF,60,3B,
169944000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
169944000,00000154,false,0,8,10,17,0D,00,00,73,00,00,
169944000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
169944000,00000154,false,0,8,10,17,0D,00,00,73,00,00,
169944000,00000106,false,0,8,9F,40,9F,00,79,00,00,FE,
169944000,00000116,false,0,6,00,C0,08,42,92,B3,00,00,
169944000,00000102,false,0,6,FD,95,A3,FF,78,FF,00,00,
169944000,00000238,false,0,8,00,FF,00,00,00,00,01,1E,
169954000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
169954000,0000000E,false,0,8,20,68,3F,FF,08,FF,70,F6,
169954000,00000108,false,0,4,00,00,01,17,00,00,00,00,
169954000,00000288,false,0,8,00,00,00,00,9D,1B,00,97,
169954000,00000154,false,0,8,10,17,0D,00,00,F1,00,1A,
169954000,000001F8,false,0,8,01,EF,F0,D3,D0,17,00,00,
169954000,000002A8,false,0,8,00,00,00,00,97,00,92,1B,
169954000,00000125,false,0,4,FC,02,25,01,00,00,00,00,
169954000,00000138,false,0,5,00,11,47,00,00,00,00,00,
169954000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
169954000,00000116,false,0,6,00,C0,08,42,93,B4,00,00,
169954000,00000106,false,0,8,9F,60,9F,00,79,00,00,1E,
169954000,00000116,false,0,6,00,C0,08,42,93,B4,00,00,
169954000,00000102,false,0,6,F1,95,A3,FF,3C,FF,00,00,
169954000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
169964000,0000023A,false,0,8,01,3A,00,12,00,00,00,00,
169964000,0000021A,false,0,8,FE,36,13,FE,69,05,07,AD,
169964000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
169964000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
169964000,0000000E,false,0,8,20,68,3F,FF,08,FF,80,89,
169964000,00000210,false,0,7,00,00,E3,26,29,86,FF,00,
169964000,00000154,false,0,8,10,17,0D,00,00,78,00,00,
169964000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8D,
169964000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
169964000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
169964000,000002AC,false,0,8,0E,00,19,90,00,00,D6,CE,
169964000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
169964000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
169964000,00000154,false,0,8,10,17,0D,00,00,78,00,00,
169964000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
169964000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
169964000,0000079C,false,0,8,14,00,51,D1,FC,FF,4D,5F,
169964000,00000106,false,0,8,9F,80,9F,00,7A,00,00,3F,
169964000,00000116,false,0,6,00,C0,09,42,94,B6,00,00,
169964000,00000102,false,0,6,EF,95,A8,FF,40,FF,00,00,
169964000,00000126,false,0,7,01,03,92,00,00,08,09,00,
169964000,0000020A,false,0,8,00,01,01,82,71,41,11,11,
169974000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
169974000,000006F2,false,0,8,07,42,33,D1,1C,34,FF,CC,
169974000,00000288,false,0,8,00,00,00,00,9D,1B,F1,00,
169974000,000002A2,false,0,7,00,00,F3,95,00,10,70,00,
169974000,00000232,false,0,4,02,24,68,82,00,00,00,00,
169974000,00000402,false,0,2,10,00,00,00,00,00,00,00,
169974000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
169974000,0000000E,false,0,8,20,67,3F,FF,08,FF,90,81,
169974000,00000168,false,0,8,B3,0C,1C,7F,00,00,20,E0,
169974000,00000108,false,0,4,00,00,02,18,00,00,00,00,
169974000,00000154,false,0,8,10,17,0D,00,00,7A,00,00,
169974000,000001F8,false,0,8,01,EF,F0,E3,D0,27,00,00,
169974000,000002A8,false,0,8,00,00,00,00,97,00,97,1B,
169974000,0000029C,false,0,8,00,08,00,00,86,01,00,14,
169974000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
169974000,00000228,false,0,4,40,C0,A0,13,00,00,00,00,
169974000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
169974000,00000116,false,0,6,00,C0,09,42,95,B7,00,00,
169974000,00000106,false,0,8,9F,A0,9F,00,7A,00,00,5F,
169974000,00000116,false,0,6,00,C0,09,42,95,B7,00,00,
169974000,00000102,false,0,6,F0,95,AB,FF,39,FF,00,00,
169974000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
169984000,0000000E,false,0,8,20,67,3F,FF,08,FF,A0,CB,
169984000,00000228,false,0,4,40,C0,B0,DE,00,00,00,00,
169984000,00000154,false,0,8,10,17,0D,00,00,84,00,00,
169984000,00000106,false,0,8,9F,C0,9F,00,7B,00,00,80,
169984000,00000116,false,0,6,00,C0,09,42,96,B8,00,00,
169984000,00000102,false,0,6,F1,95,B2,FF,3B,FF,00,00,
169994000,00000228,false,0,4,40,C0,C0,87,00,00,00,00,
169994000,00000288,false,0,8,00,00,00,00,9D,1B,00,9D,
169994000,00000108,false,0,4,00,00,03,19,00,00,00,00,
169994000,00000168,false,0,8,B4,0C,1C,7F,00,00,30,F1,
169994000,000001F8,false,0,8,01,EF,F0,F3,D0,37,00,00,
169994000,000002A8,false,0,8,00,00,00,00,9D,00,97,1B,
169994000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
169994000,00000754,false,0,8,65,53,00,00,00,F1,00,80,
169994000,00000754,false,0,8,65,53,00,00,00,7B,00,00,
169994000,00000106,false,0,8,9F,E0,9F,00,7B,00,00,A0,
169994000,00000102,false,0,6,F1,95,B2,FF,72,FF,00,00,
169994000,00000116,false,0,6,00,C0,09,42,97,B9,00,00,
170004000,0000000E,false,0,8,20,67,3F,FF,08,FF,C0,5F,
170004000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
170004000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
170004000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
170004000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
170004000,00000754,false,0,8,66,00,00,00,00,00,00,00,
170004000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
170004000,0000052C,false,0,8,00,00,00,00,00,00,0A,00,
170004000,00000228,false,0,4,40,C0,D0,4A,00,00,00,00,
170004000,0000071C,false,0,8,12,3C,26,2F,23,00,26,00,
170004000,00000154,false,0,8,10,17,0D,00,00,90,00,00,
170004000,00000754,false,0,8,67,00,15,00,00,00,00,00,
170004000,00000754,false,0,8,64,E6,05,E6,05,E6,05,00,
170004000,00000106,false,0,8,9F,00,9F,00,7B,00,00,C0,
170004000,00000754,false,0,8,64,E6,05,E6,05,E6,05,00,
170004000,00000102,false,0,6,FE,95,AF,FF,78,FF,00,00,
170004000,00000116,false,0,6,00,C0,09,42,98,BA,00,00,
170004000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
170014000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
170014000,0000000E,false,0,8,20,66,3F,FF,08,FF,D0,D4,
170014000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
170014000,00000108,false,0,4,00,00,04,1A,00,00,00,00,
170014000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
170014000,00000106,false,0,8,9E,20,9E,00,7B,F1,00,84,
170014000,00000168,false,0,8,B3,0C,1C,7F,00,00,40,00,
170014000,000001F8,false,0,8,01,EF,F0,03,D0,47,00,00,
170014000,000002A8,false,0,8,00,00,00,00,9D,00,97,1B,
170014000,00000228,false,0,4,40,C0,E0,00,00,00,00,00,
170014000,00000154,false,0,8,10,17,0D,00,00,98,00,00,
170014000,00000102,false,0,6,FF,95,A5,FF,73,FF,00,00,
170014000,00000116,false,0,6,00,C0,09,42,99,BB,00,00,
170014000,00000102,false,0,6,FF,95,A5,FF,73,FF,00,00,
170014000,000002C8,false,0,8,6E,80,03,7B,00,00,D0,06,
170024000,0000000E,false,0,8,20,66,3F,FF,08,FF,E0,9E,
170024000,00000408,false,0,1,F0,00,00,00,00,00,00,00,
170024000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
170024000,00000154,false,0,8,10,17,0D,00,00,9E,00,00,
170024000,00000106,false,0,8,9E,40,9E,00,7C,00,00,FF,
170024000,000003D8,false,0,3,87,06,00,00,00,00,00,00,
170024000,00000102,false,0,6,F2,95,A1,FF,61,FF,00,00,
170024000,000003D8,false,0,3,87,06,00,00,00,00,00,00,
170034000,0000000E,false,0,8,20,66,3F,FF,08,FF,F0,53,
170034000,00000278,false,0,8,00,00,00,00,04,00,40,4A,
170034000,00000108,false,0,4,00,00,05,1B,00,00,00,00,
170034000,00000288,false,0,8,00,00,00,00,9D,1B,00,9D,
170034000,00000168,false,0,8,B4,0C,1C,7F,00,00,50,11,
170034000,000001F8,false,0,8,01,EF,F0,13,D0,57,00,00,
170034000,00000154,false,0,8,10,17,0D,00,00,9A,00,00,
170034000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
170034000,00000154,false,0,8,10,17,0D,00,00,9A,00,00,
170034000,00000106,false,0,8,9E,60,9E,00,7C,00,00,1F,
170034000,00000116,false,0,6,00,C0,09,42,9B,BD,00,00,
170034000,00000102,false,0,6,F2,95,A5,FF,42,FF,00,00,
170034000,00000256,false,0,8,81,08,0A,30,00,D0,01,EC,
170034000,00000266,false,0,8,83,0B,01,00,91,70,0A,4B,
170044000,00000506,false,0,8,01,00,00,00,FE,00,00,0D,
170044000,00000556,false,0,6,41,41,41,00,00,00,00,00,
170044000,00000306,false,0,8,44,3F,3F,47,41,3F,A5,7D,
170044000,00000386,false,0,8,00,00,00,00,00,00,00,F1,
170044000,00000326,false,0,8,00,00,00,00,00,00,00,00,
170044000,00000336,false,0,8,00,00,00,00,00,00,00,00,
170044000,00000346,false,0,8,00,00,00,00,00,00,00,00,
170044000,00000356,false,0,8,00,00,00,00,00,00,00,00,
170044000,00000366,false,0,8,00,00,00,00,00,00,00,00,
170044000,00000396,false,0,8,00,00,00,00,00,00,00,00,
170044000,0000000E,false,0,8,20,66,3F,FF,08,FF,00,2C,
170044000,00000396,false,0,8,00,00,00,00,00,00,00,00,
170044000,00000267,false,0,3,FF,FF,FF,00,00,00,00,00,
170044000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
170044000,0000025C,false,0,8,01,02,26,9A,3F,00,41,05,
170044000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
170044000,00000154,false,0,8,10,17,0D,00,00,94,00,00,
170044000,00000238,false,0,8,00,FF,00,00,00,00,11,D3,
170044000,00000102,false,0,6,F2,95,AA,FF,3C,FF,00,00,
170044000,00000116,false,0,6,00,C0,09,42,9C,BE,00,00,
170044000,00000102,false,0,6,F2,95,AA,FF,3C,FF,00,00,
170054000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
170054000,0000000E,false,0,8,20,66,3F,FF,08,FF,10,E1,
170054000,000003BA,false,0,8,80,00,00,00,00,80,80,80,
170054000,00000288,false,0,8,00,00,00,00,A3,1B,00,9D,
170054000,00000108,false,0,4,00,00,06,1C,00,00,00,00,
170054000,0000034A,false,0,1,00,00,00,00,00,00,00,00,
170054000,000001F8,false,0,8,01,EF,F0,23,D0,67,00,00,
170054000,0000035A,false,0,8,00,00,E4,02,70,00,80,7E,
170054000,00000138,false,0,5,00,12,48,00,00,00,00,00,
170054000,000002A8,false,0,8,00,00,00,00,A3,00,9D,1B,
170054000,0000074A,false,0,8,00,00,00,00,00,00,00,00,
170054000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
170054000,00000154,false,0,8,10,17,0D,00,00,92,00,00,
170054000,00000125,false,0,4,FD,02,27,02,00,00,00,00,
170054000,00000106,false,0,8,9D,A0,9D,00,7D,00,00,5E,
170054000,00000116,false,0,6,00,C0,09,42,9D,BF,00,00,
170054000,00000116,false,0,6,00,C0,09,42,9D,BF,00,00,
170054000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
170064000,0000023A,false,0,8,01,3A,00,12,00,00,00,00,
170064000,0000021A,false,0,8,FE,36,12,FE,69,05,07,AD,
170064000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
170064000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
170064000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
170064000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8D,
170064000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8D,
170064000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
170064000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
170064000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
170064000,000002AC,false,0,8,0E,00,08,90,00,00,D6,CE,
170064000,00000154,false,0,8,10,17,0D,00,00,8D,00,00,
170064000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
170064000,0000079C,false,0,8,15,00,85,9B,00,00,00,00,
170064000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
170064000,0000079C,false,0,8,15,00,85,9B,00,00,00,00,
170064000,00000106,false,0,8,9D,C0,9D,00,7E,00,00,7F,
170064000,00000116,false,0,6,00,C0,09,42,9E,C0,00,00,
170064000,00000102,false,0,6,F2,95,B3,FF,46,FF,00,00,
170064000,00000126,false,0,7,01,03,91,00,00,08,09,00,
170064000,0000020A,false,0,8,00,01,01,82,81,41,11,11,
170074000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
170074000,00000222,false,0,7,00,00,F5,95,00,10,70,00,
170074000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
170074000,00000108,false,0,4,00,00,07,1D,00,00,00,00,
170074000,000002A2,false,0,7,00,00,F5,95,00,10,70,00,
170074000,00000232,false,0,4,07,24,68,82,00,00,00,00,
170074000,00000402,false,0,2,10,00,00,00,00,00,00,00,
170074000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
170074000,0000000E,false,0,8,20,66,3F,FF,08,FF,30,66,
170074000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170074000,00000108,false,0,4,00,00,07,1D,00,00,00,00,
170074000,00000168,false,0,8,B5,0C,1C,7F,00,00,70,32,
170074000,000001F8,false,0,8,01,EF,F0,32,CF,77,00,00,
170074000,000002A8,false,0,8,00,00,00,00,A3,00,9D,1B,
170074000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
170074000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
170074000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
170074000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
170074000,00000154,false,0,8,10,17,0D,00,00,82,00,00,
170074000,00000102,false,0,6,F2,95,B1,FF,76,FF,00,00,
170074000,00000116,false,0,6,00,C0,09,42,9F,C1,00,00,
170074000,00000102,false,0,6,F2,95,B1,FF,76,FF,00,00,
170074000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
170084000,0000000E,false,0,8,20,66,3F,FF,08,FF,40,3F,
170084000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
170084000,00000154,false,0,8,10,17,0D,00,00,84,00,00,
170084000,00000106,false,0,8,9D,00,9D,00,7E,00,00,BF,
170084000,00000116,false,0,6,00,C0,09,42,90,B2,00,00,
170084000,00000102,false,0,6,F2,95,AA,FF,78,FF,00,00,
170094000,0000000E,false,0,8,20,66,3F,FF,08,FF,50,F2,
170094000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170094000,00000108,false,0,4,00,00,08,1E,00,00,00,00,
170094000,00000168,false,0,8,B6,0C,1C,7F,00,00,80,43,
170094000,000001F8,false,0,8,01,EF,F0,43,D0,87,00,00,
170094000,000002A8,false,0,8,00,00,00,00,A3,00,9D,1B,
170094000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
170094000,00000154,false,0,8,10,17,0D,00,00,89,00,00,
170094000,00000106,false,0,8,9D,20,9D,00,7F,00,00,E0,
170094000,00000754,false,0,8,67,00,15,00,00,00,00,00,
170094000,00000106,false,0,8,9D,20,9D,00,7F,00,00,E0,
170094000,00000754,false,0,8,66,00,00,00,00,00,00,00,
170094000,00000102,false,0,6,FF,95,A3,FF,70,FF,00,00,
170094000,00000116,false,0,6,00,C0,09,42,91,B3,00,00,
170094000,00000754,false,0,8,64,8D,05,8E,05,8E,05,00,
170104000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
170104000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
170104000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
170104000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
170104000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
170104000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
170104000,0000022C,false,0,8,00,00,D1,8E,00,00,D6,CE,
170104000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
170104000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
170104000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
170104000,0000071C,false,0,8,13,00,C3,AC,01,00,00,00,
170104000,00000106,false,0,8,9D,40,9D,00,7F,F1,00,96,
170104000,00000106,false,0,8,9D,40,9D,00,7F,00,00,00,
170104000,00000116,false,0,6,00,C0,09,42,92,B4,00,00,
170104000,00000102,false,0,6,E5,95,A2,FF,3A,FF,00,00,
170114000,0000000E,false,0,8,20,66,3F,FF,08,FF,70,75,
170114000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
170114000,0000032E,false,0,4,00,00,00,00,00,00,00,00,
170114000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
170114000,00000168,false,0,8,B7,0C,1C,7F,00,00,90,54,
170114000,00000108,false,0,4,00,00,09,1F,00,00,00,00,
170114000,00000116,false,0,6,00,C0,09,42,93,B5,00,00,
170114000,000001F8,false,0,8,01,EF,F0,55,D2,97,00,00,
170114000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170114000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
170114000,00000154,false,0,8,10,17,0D,00,00,91,00,00,
170114000,00000106,false,0,8,9C,60,9C,00,7F,00,00,1E,
170114000,000002C8,false,0,8,6E,80,03,7B,00,00,E0,16,
170114000,00000116,false,0,6,00,C0,09,42,93,B5,00,00,
170114000,00000102,false,0,6,E4,95,A7,FF,40,FF,00,00,
170124000,00000102,false,0,6,F1,95,AE,FF,3C,FF,00,00,
170124000,000003D8,false,0,3,87,06,00,00,00,00,00,00,
170124000,00000408,false,0,1,00,00,00,00,00,00,00,00,
170124000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
170124000,00000154,false,0,8,10,17,0D,00,00,A2,00,00,
170124000,00000106,false,0,8,9A,80,9A,00,7F,00,00,3A,
170124000,00000116,false,0,6,00,C0,09,42,94,B6,00,00,
170124000,00000102,false,0,6,F1,95,AE,FF,3C,FF,00,00,
170134000,0000000E,false,0,8,20,66,3F,FF,08,FF,90,C7,
170134000,00000154,false,0,8,10,17,0D,00,00,F1,00,0B,
170134000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170134000,00000168,false,0,8,B8,0C,1C,7F,00,00,A0,65,
170134000,000001F8,false,0,8,01,EF,F0,65,D2,A7,00,00,
170134000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170134000,00000228,false,0,4,40,C0,A0,13,00,00,00,00,
170134000,00000116,false,0,6,00,C0,09,42,95,B7,00,00,
170134000,00000106,false,0,8,98,A0,98,00,7F,00,00,56,
170134000,00000116,false,0,6,00,C0,09,42,95,B7,00,00,
170134000,00000102,false,0,6,F1,95,B7,FF,3E,FF,00,00,
170134000,00000256,false,0,8,81,08,0A,30,00,E0,01,FC,
170134000,00000266,false,0,8,83,0B,01,00,90,70,0A,4B,
170144000,0000000E,false,0,8,20,66,3F,FF,08,FF,A0,8D,
170144000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
170144000,0000025C,false,0,8,01,02,26,9A,23,00,47,05,
170144000,00000106,false,0,8,96,C0,96,00,7F,F1,00,34,
170144000,00000106,false,0,8,96,C0,96,00,7F,00,00,72,
170144000,00000238,false,0,8,00,FF,00,00,00,00,21,99,
170144000,00000116,false,0,6,00,C0,09,42,96,B8,00,00,
170144000,00000102,false,0,6,FD,95,B7,FF,80,FF,00,00,
170154000,00000218,false,0,8,7D,04,FF,07,FF,00,40,FD,
170154000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
170154000,0000000E,false,0,8,20,66,3F,FF,08,FF,B0,40,
170154000,00000108,false,0,4,00,00,0B,21,00,00,00,00,
170154000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170154000,00000108,false,0,4,00,00,0B,21,00,00,00,00,
170154000,00000168,false,0,8,B8,0C,1C,7F,00,00,B0,75,
170154000,000001F8,false,0,8,01,EF,F0,75,D2,B7,00,00,
170154000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170154000,00000125,false,0,4,FE,02,29,03,00,00,00,00,
170154000,00000138,false,0,5,00,13,49,00,00,00,00,00,
170154000,00000228,false,0,4,40,C0,C0,87,00,00,00,00,
170154000,00000116,false,0,6,00,C0,09,42,97,B9,00,00,
170154000,00000106,false,0,8,94,E0,94,00,7E,00,00,8D,
170154000,00000116,false,0,6,00,C0,09,42,97,B9,00,00,
170154000,00000102,false,0,6,09,96,B0,FF,7A,FF,00,00,
170154000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
170164000,0000023A,false,0,8,01,3A,00,12,00,00,00,00,
