ID,Data Bytes
00000108,00 00 0D 23 
00000288,00 00 00 00 00 1B 00 00 
00000168,DC 0C 1C 7F 00 00 D0 B9 
0000035C,00 00 00 00 00 00 00 00 
000001F8,01 EF F0 96 D3 D7 00 00 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 00 B2 
00000154,10 17 14 00 00 00 00 00 
00000106,00 60 00 00 FD FF 00 63 
00000256,81 08 00 30 00 50 00 61 
00000116,00 C0 F4 41 9B A7 
00000102,00 96 D3 FF 88 FF 
00000266,84 04 00 00 26 70 0A 4B 
0000000E,20 5E 3F FF 08 FF 00 1A 
0000025C,01 02 26 9A 1E 00 D6 05 
0000021C,00 08 00 00 86 01 00 14 
0000025C,01 02 26 9A 1E 00 D6 05 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 10 7F 
00000238,00 FF 00 00 00 00 91 F5 
00000106,00 80 00 00 FD FF 00 83 
00000116,00 C0 F4 41 9C A8 
00000102,00 96 D9 FF 89 FF 
0000032A,17 17 14 00 64 00 1B 00 
0000000E,20 5E 3F FF 08 FF 10 D7 
000002A8,00 00 00 00 00 00 00 1B 
000004AA,00 00 00 00 00 00 00 00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 0E 24 
00000168,DC 0C 1C 7F 00 00 E0 C9 
000001F8,01 EF F0 A6 D3 E7 00 00 
0000033C,00 55 55 55 01 00 00 00 
00000228,40 C0 20 35 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 20 35 
00000125,FF 03 32 0A 
00000106,00 A0 00 00 FD FF 00 A3 
00000138,00 1A 50 00 00 
00000116,00 C0 F4 41 9D A9 
00000102,0C 96 D9 FF BF FF 
0000025A,00 00 00 00 00 00 00 00 
0000022A,67 01 5E 1D 00 00 00 00 
0000021A,FE 36 13 FE 69 05 07 AD 
0000028C,00 00 00 00 00 00 F0 00 
0000027A,30 30 0D 8C 09 15 00 
0000029A,01 36 FE 00 00 00 00 00 
00000210,00 00 E3 1D 1F 86 FF 
00000258,2F C8 36 D8 46 05 00 8B 
0000000E,20 5E 3F FF 08 FF 20 9D 
000003A8,30 30 31 00 03 00 00 00 
00000154,10 17 14 00 00 00 00 00 
000002AC,0E 00 4A 90 00 00 D6 CE 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 30 F8 
000002BC,3F 40 41 78 7E 64 00 00 
000002CC,AB 7D 00 00 00 00 00 00 
0000048C,00 
0000079C,03 00 00 00 00 00 00 00 
00000106,00 C0 00 00 FD FF 00 C3 
00000102,19 96 D3 FF C1 FF 
00000126,02 03 26 00 00 08 09 
00000102,19 96 D3 FF C1 FF 
0000020A,00 01 01 82 01 42 11 11 
00000202,FD 5E 45 9D C4 09 1E 2D 
00000212,D8 00 12 67 00 
000006F2,00 4C 73 D2 CC 34 33 CD 
00000222,00 00 0E 96 00 10 70 
0000000E,20 5E 3F FF 08 FF 30 50 
00000402,10 00 
00000232,07 24 68 82 
0000029C,00 08 00 F1 00 F6 BE 47 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 0F 25 
00000168,DC 0C 1C 7F 00 00 F0 D9 
000001F8,01 EF F0 B6 D3 F7 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
000002DC,00 00 00 00 00 00 00 00 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 40 A1 
00000106,00 E0 00 00 FD FF 00 E3 
00000116,00 C0 F4 41 9F AB 
00000358,04 07 50 01 F0 00 00 30 
00000102,0C 96 C9 FF BF FF 
0000026A,FA 01 00 
00000228,40 C0 50 6C 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 50 6C 
00000106,00 00 00 00 FD FF 00 03 
00000116,00 C0 F4 41 90 9C 
00000102,0C 96 C8 FF 9C FF 
0000000E,20 5E 3F FF 08 FF 50 C4 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 00 16 
000002A8,00 00 00 00 00 00 00 1B 
000001F8,01 EF F0 C7 D4 07 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 60 26 
00000754,65 FE FF 00 00 FD FF 00 
00000754,67 00 15 00 00 00 00 00 
00000368,00 5A 1F 00 00 08 00 FF 
00000754,66 00 00 00 00 00 00 00 
00000116,00 C0 F4 41 91 9D 
00000754,64 03 01 03 01 03 01 00 
00000116,00 C0 F4 41 91 9D 
00000102,00 96 CB FF 88 FF 
00000754,0A 00 00 00 00 00 00 00 
0000000E,20 5E 3F FF 08 FF 60 8E 
00000268,55 00 3C 02 BD 07 36 00 
0000020C,00 00 00 00 00 00 F0 00 
0000022C,00 00 57 8F 00 00 D6 CE 
0000040C,00 
0000024C,AB 7D 00 00 00 00 00 00 
00000102,0B 96 F1 00 18 34 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 70 EB 
0000071C,19 00 00 00 00 00 00 00 
00000106,00 40 00 00 FD FF 00 43 
00000116,00 C0 F4 41 92 9E 
00000102,0B 96 D1 FF 87 FF 
0000000E,20 5E 3F FF 08 FF 70 43 
00000154,10 17 14 00 00 00 00 00 
0000040E,00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 01 17 
00000168,DC 0C 1C 7F 00 00 10 F9 
000001F8,01 EF F0 D5 D2 17 00 00 
000002A8,00 00 00 00 00 00 00 1B 
000002C8,6E 80 03 7B 00 00 60 96 
00000228,40 C0 80 94 
000002C8,6E 80 03 7B 00 00 60 96 
00000106,00 60 00 00 FD FF 00 63 
00000116,00 C0 F4 41 93 9F 
00000102,0B 96 D8 FF 82 FF 
0000000E,20 5E 3F FF 08 FF 80 3C 
000003D8,86 06 00 
00000408,80 
00000106,00 80 00 00 FD F1 00 10 
00000106,00 80 00 00 FD FF 00 83 
00000116,00 C0 F4 41 94 A0 
00000512,01 00 00 00 FE 00 00 1F 
00000102,24 96 D8 FF A4 FF 
000005D2,11 00 00 00 00 00 00 00 
00000342,00 00 00 00 00 00 00 00 
00000302,60 4B 0D 
000003B2,00 00 00 00 00 00 00 00 
00000382,ED F6 09 28 9F 00 A0 28 
000003D2,80 F8 4F 00 33 07 54 00 
00000312,00 00 19 34 32 30 ED 27 
00000362,00 00 00 00 00 00 00 00 
00000332,D4 07 C1 7E D2 77 89 7C 
00000372,00 00 00 00 00 00 00 00 
00000522,00 00 00 00 00 18 FC 00 
000003C2,00 00 00 00 00 00 00 00 
00000242,00 00 00 00 00 00 00 00 
000003E2,00 00 00 00 00 00 00 00 
00000242,00 00 00 00 00 00 00 00 
00000322,00 00 00 00 00 00 00 00 
000003F2,EF 95 FF 67 FF 51 
0000000E,20 5E 3F FF 08 FF 90 F1 
000007E2,04 00 F8 00 FA 00 D9 00 
00000412,09 09 C7 65 5B 00 
00000108,00 00 02 18 
000001F8,01 EF F0 E6 D3 27 00 00 
00000168,DC 0C 1C 7F 00 00 20 09 
000001F8,01 EF F0 E6 D3 27 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 A0 13 
00000106,00 A0 00 00 FD FF 00 A3 
00000256,81 08 00 30 00 60 00 71 
00000116,00 C0 F4 41 95 A1 
00000102,17 96 D4 FF BF FF 
00000266,84 04 00 00 26 70 0A 4B 
00000238,00 FF 00 00 00 00 A1 BF 
0000000E,20 5E 3F FF 08 FF A0 BB 
0000021C,00 08 00 00 86 01 00 14 
0000025C,01 02 26 9A 01 00 DD 05 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 B0 DE 
00000106,00 C0 00 00 FD FF 00 C3 
00000102,17 96 CE FF C2 FF 
00000116,00 C0 F4 41 96 A2 
00000102,17 96 CE FF C2 FF 
0000028A,0A 00 FF 1F 00 01 00 00 
0000000E,20 5E 3F FF 08 FF B0 76 
0000033A,6F 92 FF 7F 00 00 11 11 
000004BA,00 00 00 00 00 00 00 00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 03 19 
000002A8,00 00 00 00 00 00 00 1B 
000001F8,01 EF F0 F6 D3 37 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 C0 87 
00000125,FF 02 32 0B 
00000138,00 1B 51 00 00 
00000106,00 E0 00 00 FD FF 00 E3 
00000116,00 C0 F4 41 97 A3 
0000023A,00 3B 00 12 00 00 00 F1 
0000023A,00 3B 00 12 00 00 00 00 
0000021A,FE 36 13 FE 69 05 07 AD 
0000022A,67 01 5E 1D 00 00 00 00 
0000027A,30 30 0D 8C 09 15 00 
0000029A,01 36 FE 00 00 00 00 00 
00000210,00 00 E3 1D 1F 86 FF 
00000258,2F C8 36 D8 46 05 00 8A 
0000028C,00 00 00 00 00 00 F0 00 
0000000E,20 5E 3F FF 08 FF C0 2F 
0000028C,00 00 00 00 00 00 F0 00 
000002AC,0A 00 32 90 00 00 D6 CE 
00000228,40 C0 D0 4A 
00000154,10 17 14 00 00 00 00 00 
000002BC,3F 40 41 78 7E 64 00 00 
000002CC,AB 7D 00 00 00 00 00 00 
0000048C,00 
00000116,00 C0 F4 41 98 A4 
00000106,00 00 00 00 FD FF 00 03 
00000116,00 C0 F4 41 98 A4 
00000126,02 03 26 00 00 08 09 
00000102,FE 95 CA FF 86 FF 
0000020A,00 01 01 82 11 42 11 11 
00000202,FD 5E 45 9D C4 09 1E 2D 
000006F2,01 4B 33 D3 9C 34 FF CC 
0000000E,20 5E 3F FF 08 FF D0 E2 
00000212,D8 00 12 67 00 
00000222,00 00 0D 96 00 10 70 
000002A2,00 00 0D 96 00 10 70 
00000232,07 24 68 82 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 04 1A 
00000402,10 00 
00000168,DC 0C 1C 7F 00 00 40 29 
000001F8,01 EF F0 06 D3 47 00 00 
0000029C,00 08 00 00 87 01 00 14 
000003A2,FF 0F FF 0F 00 00 00 32 
0000029C,00 08 00 00 87 01 00 14 
000002DC,00 00 00 00 00 00 00 00 
00000154,10 17 14 00 00 00 00 00 
00000358,04 07 50 01 F0 00 00 30 
00000228,40 C0 E0 00 
00000106,00 20 00 00 FD FF 00 23 
00000116,00 C0 F4 41 99 A5 
00000102,FE 95 CD FF 83 FF 
0000026A,FA 01 00 
0000000E,20 5E 3F FF 08 FF E0 A8 
00000228,40 C0 F0 CD 
00000154,10 17 14 00 00 00 00 00 
00000106,00 40 00 00 FD FF 00 43 
00000116,00 C0 F4 41 9A A6 
00000102,0B 96 D5 FF 8A FF 
0000000E,20 5E 3F FF 08 FF F0 65 
00000168,DC 0C 1C 7F 00 00 50 39 
00000108,00 00 05 1B 
00000116,00 C0 F4 41 9B A7 
000001F8,01 EF F0 16 D3 57 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 00 B2 
00000754,65 FB FF 00 00 00 00 00 
00000106,00 60 00 00 FD FF 00 63 
00000368,00 5A 1F 00 00 08 00 F1 
00000368,00 5A 1F 00 00 08 00 FF 
00000708,00 00 00 00 00 00 00 00 
00000248,30 30 1D 8C 01 15 00 
0000000E,20 5E 3F FF 08 FF 00 1A 
00000268,55 00 3C 02 BD 07 36 00 
0000020C,00 00 00 00 00 00 F0 00 
0000022C,00 00 23 8F 00 00 D6 CE 
0000040C,00 
0000024C,AB 7D 00 00 00 00 00 00 
00000106,00 80 F1 00 C7 BA 49 0A 
0000071C,02 00 10 03 10 03 20 00 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 10 7F 
00000754,67 00 15 00 00 00 00 00 
00000754,66 00 00 00 00 00 00 00 
00000116,00 C0 F4 41 9C A8 
00000754,64 FF 00 FF 00 FF 00 00 
00000116,00 C0 F4 41 9C A8 
00000754,0A 00 00 00 00 00 00 00 
00000102,0C 96 D7 FF BF FF 
0000000E,20 5E 3F FF 08 FF 10 D7 
0000020E,88 10 00 13 BB 00 06 00 
0000040E,00 
00000288,00 00 00 00 00 1B 00 00 
000001F8,01 EF F0 26 D3 F1 00 AF 
00000798,00 00 00 00 00 00 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 20 35 
00000106,00 A0 00 00 FD FF 00 A3 
00000116,00 C0 F4 41 9D A9 
000002C8,6E 80 03 7B 00 00 70 A6 
00000798,00 00 00 00 00 00 00 00 
00000102,00 96 D1 FF BE FF 
00000116,00 C0 F4 41 9E AA 
000003D8,86 06 00 
000007B8,00 00 00 00 00 00 00 00 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 30 F8 
00000408,90 
00000106,00 C0 00 00 FD FF 00 C3 
00000116,00 C0 F4 41 9E AA 
00000102,00 96 CA FF C0 FF 
00000154,10 17 14 00 00 00 00 00 
00000278,00 00 00 00 04 00 E0 EA 
00000108,00 00 07 1D 
00000288,00 00 00 00 00 1B 00 00 
00000168,DB 0C 1C 7F 00 00 70 58 
000001F8,01 EF F0 36 D3 77 00 00 
000002A8,00 00 00 00 00 00 00 1B 
000007C8,00 00 00 00 00 00 00 00 
00000228,40 C0 40 A1 
000007C8,00 00 00 00 00 00 00 00 
00000106,00 E0 00 00 FD FF 00 E3 
00000256,81 08 00 30 00 70 00 81 
00000116,00 C0 F4 41 9F AB 
00000102,0D 96 C9 FF 86 FF 
00000266,84 04 00 00 26 70 0A 4B 
0000000E,20 5E 3F FF 08 FF 40 09 
00000154,10 17 14 00 00 00 00 00 
0000025C,01 02 26 9A 65 00 E3 05 
00000154,10 17 14 00 00 00 00 00 
00000418,E6 9D DF 10 00 00 00 00 
00000228,40 C0 50 6C 
00000106,00 00 00 00 FE FF 00 04 
00000116,00 C0 F4 41 90 9C 
00000102,0D 96 CC FF 88 FF 
00000238,00 FF 00 00 00 00 B1 72 
0000036A,FF 07 00 00 9F 9F 80 80 
0000000E,20 5E 3F FF 08 FF 50 C4 
00000154,10 17 14 00 00 00 00 00 
0000064A,00 00 00 00 00 00 00 00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 08 1E 
00000168,DC 0C 1C 7F 00 00 80 69 
000001F8,01 EF F0 46 D3 87 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000125,FF 02 33 0C 
00000228,40 C0 60 26 
00000125,FF 02 33 0C 
00000138,00 1C 52 00 00 
00000106,00 20 00 00 FE FF 00 24 
000003C8,00 1A 34 C1 00 83 34 C0 
00000116,00 C0 F4 41 91 9D 
00000102,0E 96 D1 FF 83 FF 
0000025A,00 00 00 00 00 00 00 00 
0000023A,00 3B 00 12 00 00 00 00 
0000021A,FE 36 13 FE 69 05 07 AD 
000003A8,30 30 31 00 03 00 00 00 
0000027A,30 30 0D 8C 09 15 00 
0000029A,01 36 FE 00 00 00 00 00 
00000210,00 00 E3 1D 1F 86 FF 
00000500,FF FF FF FF 01 01 00 FF 
00000258,2F C8 36 D8 46 05 00 8A 
0000000E,20 5E 3F FF 08 FF 60 8E 
000002AC,0F 00 44 90 00 00 D6 CE 
0000028C,00 00 00 00 00 00 F0 00 
000002AC,0F 00 44 90 00 00 D6 CE 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 70 EB 
000002BC,3F 40 41 78 7E 64 00 00 
000002CC,AB 7D 00 00 00 00 00 00 
0000048C,00 
0000079C,05 00 00 00 00 00 00 00 
00000126,02 03 26 00 00 08 09 
00000116,00 C0 F4 41 92 9E 
00000126,02 03 26 00 00 08 09 
00000102,01 96 D8 FF 87 FF 
0000020A,00 01 01 82 21 43 11 11 
0000051A,43 09 00 00 00 00 00 00 
00000202,FD 5E 45 9D C4 09 1E 2D 
000006F2,02 44 33 D0 6C 34 23 CD 
0000000E,20 5E 3F FF 08 FF 70 43 
000002A2,00 00 0C 96 00 10 F1 
000001F8,01 EF F0 56 D3 97 00 00 
00000402,10 00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 09 1F 
000003A2,FF 0F FF 0F 00 00 00 32 
00000168,DC 0C 1C 7F 00 00 90 79 
000001F8,01 EF F0 56 D3 97 00 00 
000002A8,00 00 00 00 00 00 00 1B 
0000029C,00 08 00 00 87 01 00 14 
000002DC,00 00 00 00 00 00 00 00 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 80 94 
00000358,04 07 50 01 F0 00 00 30 
00000106,00 60 00 00 FF FF 00 65 
00000116,00 C0 F4 41 93 9F 
00000102,19 96 D9 FF B7 FF 
0000026A,FA 01 00 
0000000E,20 5E 3F FF 08 FF 80 3C 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 90 59 
00000106,00 80 00 00 FF FF 00 85 
00000116,00 C0 F4 41 94 A0 
00000102,1C 96 D4 FF C6 FF 
0000000E,20 5E 3F FF 08 FF 90 F1 
00000168,DC 0C 1C 7F 00 00 A0 89 
00000108,00 00 0A 20 
00000116,00 C0 F4 41 95 A1 
000001F8,01 EF F0 66 D3 A7 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 A0 13 
00000754,65 F9 FF 00 00 00 00 00 
00000106,00 A0 00 00 FF FF 00 A5 
00000368,00 5A 1F 00 00 08 00 F1 
00000368,00 5A 1F 00 00 08 00 FF 
0000000E,20 5E 3F FF 08 FF A0 BB 
00000268,55 00 1D 02 BD 07 36 00 
000003B8,1A 23 
0000020C,00 00 00 00 00 00 F0 00 
0000022C,00 00 23 8F 00 00 D6 CE 
0000023C,3F 40 41 78 7E 64 00 00 
00000248,30 30 1D 8C 01 15 00 
0000040C,00 
00000248,30 30 1D 8C 01 15 00 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 B0 DE 
0000071C,03 00 00 00 00 00 00 00 
00000754,67 00 15 00 00 00 00 00 
00000754,66 00 00 00 00 00 00 00 
00000754,64 FF 00 FF 00 FF 00 00 
00000102,0E 96 C7 FF B8 FF 
00000754,0A 00 00 00 00 00 00 00 
00000102,0E 96 C7 FF B8 FF 
00000116,00 C0 F4 41 96 A2 
0000000E,20 5E 3F FF 08 FF B0 76 
0000020E,88 10 00 13 BB 00 06 00 
0000040E,00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 0B 21 
000002A8,00 00 00 00 00 00 00 1B 
000001F8,01 EF F0 77 D4 B7 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000228,40 C0 C0 87 
00000154,10 17 14 00 00 00 00 00 
00000106,00 E0 00 00 FF FF 00 E5 
00000116,00 C0 F4 41 97 A3 
000002C8,6E 80 03 7B 00 00 80 B6 
00000102,01 96 CA FF 85 FF 
000003D8,86 06 00 
00000154,10 17 14 00 00 00 00 00 
000003D8,86 06 00 
00000228,40 C0 D0 4A 
00000408,A0 
00000106,00 00 00 00 FF FF 00 05 
00000116,00 C0 F4 41 98 A4 
00000102,0E 96 CE FF 8B FF 
0000000E,20 5E 3F FF 08 FF D0 E2 
00000288,00 00 00 00 00 F1 00 4C 
00000256,81 08 00 30 00 80 00 91 
00000168,DC 0C 1C 7F 00 00 C0 A9 
000001F8,01 EF F0 87 D4 C7 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000228,40 C0 E0 00 
00000154,10 17 14 00 00 00 00 00 
00000106,00 20 00 00 FF FF 00 25 
00000102,0E 96 D6 FF 8D FF 
00000116,00 C0 F4 41 99 A5 
00000102,0E 96 D6 FF 8D FF 
00000266,84 04 00 00 26 70 0A 4B 
0000000E,20 5E 3F FF 08 FF E0 A8 
0000021C,00 08 00 00 86 01 00 14 
0000025C,01 02 26 9A 49 00 E9 05 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 F0 CD 
00000238,00 FF 00 00 00 00 C1 2B 
00000116,00 C0 F4 41 9A A6 
00000238,00 FF 00 00 00 00 C1 2B 
00000102,00 96 DA FF 8A FF 
0000028A,0A 00 FF 1F 00 01 00 00 
0000000E,20 5E 3F FF 08 FF F0 65 
0000037A,87 86 91 80 D7 E4 00 28 
0000066A,00 00 00 00 00 00 00 00 
00000288,00 00 00 00 00 1B 00 00 
000001F8,01 EF F0 97 D4 F1 00 9D 
000001F8,01 EF F0 97 D4 D7 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000228,40 C0 00 B2 
00000154,10 17 14 00 00 00 00 00 
00000125,FF 02 34 0D 
00000138,00 1D 53 00 00 
00000748,00 00 00 00 00 00 00 00 
00000102,19 96 D6 FF C3 FF 
00000116,00 C0 F4 41 9B A7 
00000102,19 96 D6 FF C3 FF 
0000025A,00 00 00 00 00 00 00 00 
0000023A,00 3B 00 12 00 00 00 00 
0000021A,FE 36 12 FE 69 05 07 AD 
0000022A,67 01 5E 1D 00 00 00 00 
0000027A,30 30 0D 8C 09 15 00 
0000029A,01 36 FE 00 00 00 00 00 
000003A8,30 30 31 00 03 00 00 00 
000002CC,AB 7D 00 00 00 00 00 00 
0000000E,20 5E 3F FF 08 FF 00 1A 
0000028C,00 00 00 00 00 00 F0 00 
000002AC,0C 00 28 90 00 00 D6 CE 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 10 7F 
000002BC,3F 40 41 78 7E 64 00 00 
000005AC,00 00 00 00 00 00 1A 00 
0000048C,00 
000005AC,00 00 00 00 00 00 1A 00 
0000079C,06 00 50 00 E3 FF 00 40 
00000106,00 80 00 00 FF FF 00 85 
00000116,00 C0 F4 41 9C A8 
00000126,02 03 26 00 00 08 09 
00000102,27 96 D1 FF C6 FF 
0000020A,00 01 01 82 31 43 11 11 
0000000E,20 5E 3F FF 08 FF 10 D7 
000006F2,03 4B 73 D2 AC 34 27 CD 
00000402,10 00 
00000212,D8 00 12 67 00 
00000222,00 00 15 96 00 10 70 
000002A2,00 00 15 96 00 10 70 
00000232,11 24 68 82 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 0E 24 
00000168,DC 0C 1C F1 00 EA 52 4C 
00000168,DC 0C 1C 7F 00 00 E0 C9 
000001F8,01 EF F0 A6 D3 E7 00 00 
000002A8,00 00 00 00 00 00 00 1B 
0000029C,00 08 00 00 87 01 00 14 
000002DC,00 00 00 00 00 00 00 00 
00000228,40 C0 20 35 
00000154,10 17 14 00 00 00 00 00 
00000116,00 C0 F4 41 9D A9 
00000106,00 A0 00 00 FF FF 00 A5 
00000116,00 C0 F4 41 9D A9 
00000102,25 96 C9 FF C2 FF 
0000026A,FA 01 00 
0000000E,20 5E 3F FF 08 FF 20 9D 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 30 F8 
00000106,00 C0 00 00 FF FF 00 C5 
00000116,00 C0 F4 41 9E AA 
00000102,00 96 C8 FF 8C FF 
00000154,10 17 14 00 00 00 00 00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 0F 25 
00000168,DC 0C 1C 7F 00 00 F0 D9 
000001F8,01 EF F0 B6 D3 F7 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000228,40 C0 40 A1 
00000754,67 00 15 00 00 00 00 00 
00000754,65 FA FF 00 00 00 00 00 
00000754,67 00 15 00 00 00 00 00 
00000304,00 00 00 00 00 00 00 00 
00000106,00 E0 00 00 FF FF 00 E5 
00000314,00 00 00 00 00 00 00 00 
00000116,00 C0 F4 41 9F AB 
00000368,00 5A 1F 00 00 08 00 FF 
00000102,19 96 CC FF 8B FF 
000003E8,89 89 89 00 00 00 00 00 
0000067D,01 00 00 00 FE 00 00 0A 
0000068D,00 00 00 00 00 00 00 96 
00000754,66 00 00 00 00 00 00 00 
00000754,64 FF 00 FF 00 FF 00 00 
00000754,0A 00 00 00 00 00 00 00 
00000754,0D 6E 68 00 F2 2A CE 01 
00000754,0E 62 3C 00 00 00 00 00 
00000754,0F 45 DE 00 DB 9C 1E 01 
00000754,11 C9 80 00 B5 C0 01 00 
0000000E,20 5E 3F FF 08 FF 40 09 
00000754,11 C9 80 00 B5 C0 01 00 
00000268,55 00 3C 02 BD 07 36 00 
00000754,12 7D 0D 00 D6 06 1C 06 
00000754,13 00 00 FF FF 00 00 00 
00000754,14 00 02 3F 01 00 00 00 
00000754,15 00 01 97 00 00 00 00 
00000754,16 00 01 57 00 00 00 00 
0000023C,3F 40 41 78 7E 64 00 00 
0000022C,00 00 26 8F 00 00 D6 CE 
0000023C,3F 40 41 78 7E 64 00 00 
0000024C,AB 7D 00 00 00 00 00 00 
0000040C,00 
0000071C,04 00 00 00 00 00 00 00 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 50 6C 
00000728,00 00 00 00 00 00 00 00 
00000106,00 00 00 00 FF FF 00 05 
00000248,30 30 1D 8C 01 15 00 
00000106,00 00 00 00 FF FF 00 05 
00000116,00 C0 F4 41 90 9C 
00000102,19 96 D2 FF 85 FF 
0000000E,20 5E 3F FF 08 FF 50 C4 
0000020E,88 10 00 13 BB 00 06 00 
0000040E,00 
00000288,00 00 00 00 00 1B 00 00 
000001F8,01 EF F0 C6 D3 F1 00 F4 
000001F8,01 EF F0 C6 D3 07 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000154,10 17 14 00 00 00 00 00 
00000228,40 C0 60 26 
00000106,00 20 00 00 FF FF 00 25 
00000116,00 C0 F4 41 91 9D 
000002C8,6E 80 03 7B 00 00 90 C6 
00000738,00 00 00 00 00 00 00 00 
00000102,0B 96 DA FF 89 FF 
0000000E,20 5E 3F FF 08 FF 60 8E 
00000154,10 17 14 00 00 00 00 00 
000003D8,86 06 00 
00000228,40 C0 70 EB 
00000408,B0 
00000788,00 00 00 00 00 00 00 00 
00000106,00 40 00 00 FF FF 00 45 
00000116,00 C0 F4 41 92 9E 
00000102,18 96 D8 FF C1 FF 
0000000E,20 5E 3F FF 08 FF 70 43 
00000278,00 00 00 00 04 00 00 0A 
00000108,00 00 01 17 
00000288,00 00 00 00 00 1B 00 00 
00000168,DC 0C 1C 7F 00 00 10 F9 
000001F8,01 EF F0 D6 D3 17 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000106,00 60 00 00 FF FF 00 65 
00000228,40 C0 80 94 
00000106,00 60 00 00 FF FF 00 65 
00000256,81 08 00 30 00 90 00 A1 
00000116,00 C0 F4 41 93 9F 
00000266,84 04 00 00 26 70 0A 4B 
00000102,17 96 D3 FF BE FF 
000007A8,00 00 00 00 00 00 00 00 
0000000E,20 5E 3F FF 08 FF 80 3C 
00000154,10 17 14 00 00 00 00 00 
0000025C,01 02 26 9A 2D 00 EF 05 
00000154,10 17 14 00 00 00 00 00 
000007D8,00 00 00 00 00 00 00 00 
00000228,40 C0 90 59 
00000106,00 80 00 00 FF FF 00 85 
00000116,00 C0 F4 41 94 A0 
00000102,FE 95 CB FF C1 FF 
00000238,00 FF 00 00 00 00 D1 E6 
0000039A,34 32 30 28 19 19 15 00 
0000000E,20 5E 3F FF 08 FF 90 F1 
00000154,10 17 14 00 00 00 00 00 
00000288,00 00 00 00 00 1B 00 00 
00000108,00 00 02 18 
00000168,DC 0C 1C 7F 00 00 20 09 
000001F8,01 EF F0 E6 D3 27 00 00 
000002A8,00 00 00 00 00 00 00 1B 
00000125,FF 02 35 0E 
00000138,00 1E 54 00 00 
00000228,40 C0 A0 13 
00000138,00 1E 54 00 00 
00000106,00 A0 00 00 FF FF 00 A5 
00000116,00 C0 F4 41 95 A1 
00000102,17 96 C8 FF B0 FF 
0000025A,00 00 00 00 00 00 00 00 
0000023A,00 3B 00 12 00 00 00 00 
0000021A,FE 36 13 FE 69 05 07 AD 
0000029A,01 36 FE 00 00 00 00 00 
0000027A,30 30 0D 8C 09 15 00 
0000029A,01 36 FE 00 00 00 00 00 
00000258,2F C8 36 D8 46 05 00 8A 
00000210,00 00 E3 1D 1F 86 FF 
000003A8,30 30 31 00 03 00 00 00 
0000000E,20 5E 3F FF 08 FF A0 BB 
0000028C,00 00 00 00 00 00 F0 00 
000002AC,0E 00 22 90 00 00 D6 CE 
